,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
3783,Thu Jan 05 22:55:18 +0000 2017,RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…,,,Goiânia-Goiás,Fernando A. Krebs,promotorkrebs,9,Negativo,,,,,,,,,,,,,,,,
3784,Thu Jan 05 22:56:39 +0000 2017,RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…,,,Brasilia-DF,Ivana,Anaviazan,9,Negativo,,,,,,,,,,,,,,,,
3785,Thu Jan 05 22:59:21 +0000 2017,RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…,,,"Maranhão, Brasil",Marcela Lobo,marcelaslobo,9,Negativo,,,,,,,,,,,,,,,,
3786,Wed Jan 04 23:20:45 +0000 2017,RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…,,,Bahia /Paraíba,Ingrid Viana,IngridVianaC,9,Negativo,,,,,,,,,,,,,,,,
3787,Wed Jan 04 23:29:48 +0000 2017,RT @MauroPatini: Estado de Minas Gerais quebrado e ainda se apropriando dos recursos judiciais que pertencem às partes dos processos. Fim d…,,,Maceio-Alagoas-Brasil,Ricardo Melro,ricardoamelro,9,Negativo,,,,,,,,,,,,,,,,
3799,Wed Jan 04 22:27:18 +0000 2017,"RT @MichaelChris61: Minas é uma bosta na política, me dá vergonha esse meu Estado. https://t.co/WeaR2qyOwX",,,Brasil,Edmilson Papo 10,edmilsonpapo10,2,Negativo,,,,,,,,,,,,,,,,
3800,Wed Jan 04 22:30:57 +0000 2017,"RT @MichaelChris61: Minas é uma bosta na política, me dá vergonha esse meu Estado. https://t.co/WeaR2qyOwX",,,República de Curitiba,Marcelo Silva,marcelo101971,2,Negativo,,,,,,,,,,,,,,,,
3803,Sat Jan 07 03:33:07 +0000 2017,RT @mmarques57: Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/o33QkWF0dw,,,"Campo Grande, MS, Brasil",Helbert Santos,helbertsidney,4,Negativo,,,,,,,,,,,,,,,,
3804,Sat Jan 07 03:36:30 +0000 2017,RT @mmarques57: Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/o33QkWF0dw,,,Republica de Curitiba,Menino Maluquinho,AciteMesLizarb,4,Negativo,,,,,,,,,,,,,,,,
3805,Sat Jan 07 04:47:11 +0000 2017,RT @mmarques57: Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/o33QkWF0dw,,,,shirlei vaz,shushirlei,4,Negativo,,,,,,,,,,,,,,,,
3806,Sat Jan 07 04:56:41 +0000 2017,RT @mmarques57: Ipatinga-MG - Governo da PTista Cecília Ferragente (Ferramenta) esposa do Chico Farragente. https://t.co/o33QkWF0dw,,,,#LavaJatoEuApoio,aruthcao,4,Negativo,,,,,,,,,,,,,,,,
3809,Fri Jan 06 00:54:23 +0000 2017,RT @MPCPE: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/1y2rS0Ifjv,,,"Paulo Afonso, (BA) Brasil",Mary Santos °MAB°,mayah_mary,38,Negativo,,,,,,,,,,,,,,,,
3810,Sun Jan 08 21:07:48 +0000 2017,RT @MPCPE: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/1y2rS0Ifjv,,,Londrina,Dalva T Ferreira,dalva0806,38,Negativo,,,,,,,,,,,,,,,,
3811,Thu Jan 05 01:13:29 +0000 2017,RT @MPCPE: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/1y2rS0Ifjv,,,"Florianópolis, Santa Catarina",Isabel Van Grol,GrolGm,38,Negativo,,,,,,,,,,,,,,,,
3812,Wed Jan 04 18:47:41 +0000 2017,RT @MPCPE: Governador de Minas usa helicóptero do Estado para buscar filho em festa https://t.co/1y2rS0Ifjv,,,Barra Mansa RJ,Sonali Fernandes,sonalifernandes,38,Negativo,,,,,,,,,,,,,,,,
3813,Fri Jan 06 11:30:38 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,,robertopenna4,robertopenna41,8,Negativo,,,,,,,,,,,,,,,,
3814,Fri Jan 06 14:59:08 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,Brasil,ALEPE Em OFF,AssembleiadePE,8,Negativo,,,,,,,,,,,,,,,,
3815,Thu Jan 05 19:13:14 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,Recife-PE-Brasil,MP de Contas PE,MPCPE,8,Negativo,,,,,,,,,,,,,,,,
3816,Thu Jan 05 19:20:41 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,"Olinda, Brasil",Ítalo,Negromontte,8,Negativo,,,,,,,,,,,,,,,,
3817,Thu Jan 05 19:50:44 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,"Tucuruí, Brasil",Aline Gabriele,aligabileite,8,Negativo,,,,,,,,,,,,,,,,
3818,Thu Jan 05 19:55:08 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,"Vitória, Espírito Santo",Luiz Gonzaga M Cassa,LuizGMCassa,8,Negativo,,,,,,,,,,,,,,,,
3819,Thu Jan 05 20:40:55 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,,CATS,CA_Tellechea,8,Negativo,,,,,,,,,,,,,,,,
3820,Wed Jan 04 21:53:18 +0000 2017,RT @MPCPE: Uso de helicóptero por governador motiva protesto de servidores em Minas Gerais  https://t.co/98pmjD66tj,,,"Recife, Pernambuco - Brasil",Raquel Lins,raquellins,10,Negativo,,,,,,,,,,,,,,,,
3822,Thu Jan 05 13:19:05 +0000 2017,"RT @MuckeMuckjs: Usou o$ para comprar mas 2 Helicopteros né não
BB avisa Justiça que governo de MG não tem recursos em conta judicial https…",,,"Belo Horizonte, Brasil",DriVozNaEstrada,DriGuelber,2,Negativo,,,,,,,,,,,,,,,,
3823,Wed Jan 04 20:55:56 +0000 2017,"RT @MuckeMuckjs: Usou o$ para comprar mas 2 Helicopteros né não
BB avisa Justiça que governo de MG não tem recursos em conta judicial https…",,,,Lela Cohen Xavier,lelacohen,2,Negativo,,,,,,,,,,,,,,,,
3824,Thu Jan 05 07:52:53 +0000 2017,RT @MulherTamarindo: E em Minas que acabou o dinheiro dos depósitos judiciais haahahha (via @AlbertoLage) https://t.co/049R6IaGiH (note o n…,,,,Rodrigo Saraceno,RDSaraceno,8,Negativo,,,,,,,,,,,,,,,,
3825,Thu Jan 05 07:57:44 +0000 2017,RT @MulherTamarindo: E em Minas que acabou o dinheiro dos depósitos judiciais haahahha (via @AlbertoLage) https://t.co/049R6IaGiH (note o n…,,,Araçatuba-SP-Brasil ,heloísa fernandes,HeLoisa_Chow,8,Negativo,,,,,,,,,,,,,,,,
3826,Wed Jan 04 19:42:03 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,Castelo & Vitória - ES,Leonardo XXXV,leoins,16,Negativo,,,,,,,,,,,,,,,,
3827,Wed Jan 04 20:47:53 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,"São Paulo, SP",Shri Krishna,skjayanthi,16,Negativo,,,,,,,,,,,,,,,,
3828,Wed Jan 04 20:49:35 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,MG-Brasil,mineirinho,aristotelesc_,16,Negativo,,,,,,,,,,,,,,,,
3829,Wed Jan 04 20:50:36 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,"Belo Horizonte, Brasil",Antônio de Andrade,gutodeandrade,16,Negativo,,,,,,,,,,,,,,,,
3830,Wed Jan 04 20:51:10 +0000 2017,"RT @MulherTamarindo: pessoas de Minas
larguem o pão de queijo e vão impichar o governador pelo amor de deus",,,,Vaca Incrédula™,correfrotinha,16,Negativo,,,,,,,,,,,,,,,,
3831,Wed Jan 04 18:42:29 +0000 2017,"RT @Myst_Mi: É um escárnio!!! 

Pimentel = Imperador absolutista  -->>  Governo de Minas Gerais compra mais dois helicópteros -  https://t.…",,,,Brasil Melhor,FalaCachoeira,1,Negativo,,,,,,,,,,,,,,,,
3832,Thu Jan 05 02:28:10 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,"Belo Horizonte, Brasil",Breno Castilho Xavie,BrenoCXavier,34,Negativo,,,,,,,,,,,,,,,,
3833,Thu Jan 05 07:58:03 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,"São José dos Campos, Brasil",Reinaldo  Fonseca,reijoana11,34,Negativo,,,,,,,,,,,,,,,,
3834,Thu Jan 05 12:36:32 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,Belo Horizonte - Minas Gerais,Pedro Paulo A. M.,PPAMBH,34,Negativo,,,,,,,,,,,,,,,,
3835,Wed Jan 04 20:02:35 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,Campinas/SP,Alessandra Oliveira,AleSuniga,34,Negativo,,,,,,,,,,,,,,,,
3836,Wed Jan 04 20:39:11 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,Brasil,Ary ANTI PT,Ary_AntiPT,34,Negativo,,,,,,,,,,,,,,,,
3837,Wed Jan 04 20:40:21 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,brasil,edmilson borges,edborgesolivera,34,Negativo,,,,,,,,,,,,,,,,
3838,Wed Jan 04 20:41:38 +0000 2017,"RT @N_Carvalheira: ALÔ, MINEIROS, VAI FICAR POR ISSO MESMO?

Em calamidade financeira, governo de MG compra dois helicópteros 

https://t.c…",,,Vitória/ES,Ary Moraes,AryMoraesX,34,Negativo,,,,,,,,,,,,,,,,
3839,Thu Jan 05 00:47:21 +0000 2017,"RT @N_Carvalheira: BB e governo de Minas travam disputa sobre depósitos judiciais 

https://t.co/UZmWl3LKZz",,,,Denise100%Moro,DeniseSPLima1,2,Negativo,,,,,,,,,,,,,,,,
3840,Thu Jan 05 00:49:41 +0000 2017,"RT @N_Carvalheira: BB e governo de Minas travam disputa sobre depósitos judiciais 

https://t.co/UZmWl3LKZz",,,São Paulo Brasil,Marcos J Andrade,mjandrade,2,Negativo,,,,,,,,,,,,,,,,
3844,Wed Jan 04 20:38:26 +0000 2017,RT @nandinhatanaka: Os governadores de MG gostam muito de helicópteros... https://t.co/UDLcMyBmwF,,,Brasil,Ary ANTI PT,Ary_AntiPT,7,Negativo,,,,,,,,,,,,,,,,
3845,Wed Jan 04 21:15:21 +0000 2017,RT @nandinhatanaka: Os governadores de MG gostam muito de helicópteros... https://t.co/UDLcMyBmwF,,,,Maria Lemos,0686966667ff496,7,Negativo,,,,,,,,,,,,,,,,
3849,Thu Jan 05 15:02:17 +0000 2017,"RT @NiBarga: @NiBarga Agora aguentem, mas não podemos esquecer que ele declarou estado de emergência em Minas, e vejam a hipocrisia desse s…",,,"Rio de Janeiro, Brasil",rosa maria reis,rosa_morena2015,1,Negativo,,,,,,,,,,,,,,,,
3867,Wed Jan 04 21:11:26 +0000 2017,"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",,,Brasil,Ary ANTI PT,Ary_AntiPT,12,Negativo,,,,,,,,,,,,,,,,
3868,Wed Jan 04 21:16:16 +0000 2017,"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",,,,SHEILA FARIA,sheilohka,12,Negativo,,,,,,,,,,,,,,,,
3869,Wed Jan 04 21:22:48 +0000 2017,"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",,,Brasil Rio de Janeiro,zafedriano,maryzina,12,Negativo,,,,,,,,,,,,,,,,
3870,Wed Jan 04 21:23:42 +0000 2017,"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",,,RIO DE JANEIRO,MARIA ANA NEVES,MARIAANANEVES,12,Negativo,,,,,,,,,,,,,,,,
3871,Wed Jan 04 22:07:19 +0000 2017,"RT @Nonato55557777: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @bol https://t.co/sePlNNQ00j",,,"Guarulhos, Brasil",Jailson Rosa,jailsonrosa1,12,Negativo,,,,,,,,,,,,,,,,
3877,Thu Jan 05 01:54:12 +0000 2017,"RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/V…",,,Ceara Brasil,RAIMUNDO SAMPAIO,SAMNOTAL,4,Negativo,,,,,,,,,,,,,,,,
3878,Wed Jan 04 23:00:57 +0000 2017,"RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/V…",,,República de Curitiba,Marcelo Silva,marcelo101971,4,Negativo,,,,,,,,,,,,,,,,
3879,Wed Jan 04 23:05:48 +0000 2017,"RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/V…",,,"Goiânia, Brasil",Anderson,AndersonRMac,4,Negativo,,,,,,,,,,,,,,,,
3880,Wed Jan 04 23:07:32 +0000 2017,"RT @occ2013: calamidade financeira e compra helicopteros, e usa para resgatar o vagabundo do filho bebaço.. esses comunos... https://t.co/V…",,,,Hudson de souza,hudsondesouza11,4,Negativo,,,,,,,,,,,,,,,,
3888,Sun Jan 08 13:00:23 +0000 2017,RT @ofalador125: Governo de Minas deveria pedir a Istoé que apresente documentos que comprovem a manchete helicópteros de Pimentel.Ô gente…,,,"Minas Gerais, Brasil",NOGUEIRA,nogueiraproff,1,Negativo,,,,,,,,,,,,,,,,
3912,Thu Jan 05 01:41:29 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Brasil/RS/Porto Alegre,Não Haverá Trégua,jeversona4,12,Negativo,,,,,,,,,,,,,,,,
3913,Thu Jan 05 10:32:00 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Sao Paulo,Drica,drimarchesani,12,Negativo,,,,,,,,,,,,,,,,
3914,Thu Jan 05 12:16:16 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Brasil,Dieu Merci,oldairt,12,Negativo,,,,,,,,,,,,,,,,
3915,Thu Jan 05 12:20:32 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,,Jr. Júnior,Ramo_Jr,12,Negativo,,,,,,,,,,,,,,,,
3916,Thu Jan 05 14:19:20 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Pratinha Minas Gerais,César  Nogueira,cesarpratinha,12,Negativo,,,,,,,,,,,,,,,,
3917,Thu Jan 05 16:01:47 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,"São Paulo, Brasil",€ Dr. Reaça.,VieiraBazilio,12,Negativo,,,,,,,,,,,,,,,,
3918,Thu Jan 05 16:04:39 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,,Dom,Dominiackmiotto,12,Negativo,,,,,,,,,,,,,,,,
3919,Thu Jan 05 18:53:21 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Natal,Gilberto Filgueira,gilbertofcj,12,Negativo,,,,,,,,,,,,,,,,
3920,Wed Jan 04 21:01:41 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,Brasil,Ary ANTI PT,Ary_AntiPT,12,Negativo,,,,,,,,,,,,,,,,
3921,Wed Jan 04 21:02:10 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,"São Paulo, Brasil",Gordon Gekko Fan,GordonGekkoFan,12,Negativo,,,,,,,,,,,,,,,,
3922,Wed Jan 04 21:53:50 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,"Cuiabá, Mato Grosso",Paulo Roberto Rocha,PauloRo49195361,12,Negativo,,,,,,,,,,,,,,,,
3923,Wed Jan 04 23:19:22 +0000 2017,"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",,,"São Paulo, Brasil",Monica Viva Brasil,Monica_Evelise,12,Negativo,,,,,,,,,,,,,,,,
3924,Wed Jan 04 20:47:11 +0000 2017,RT @olelias: @GPronaldo13 Com um GOVERNADOR desse! Qualquer CORRUPTO vai querer ser CANDIDATO EM MG! Até as FACÇÕES do lula BÊBADO,,,São Paulo,Maria Fatima Da Mota,mfatimamota,1,Negativo,,,,,,,,,,,,,,,,
3925,Wed Jan 04 19:54:26 +0000 2017,RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…,,,,Newdélia,New_Delia,5,Negativo,,,,,,,,,,,,,,,,
3926,Wed Jan 04 20:09:04 +0000 2017,RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…,,,"Sao Paulo, Brazil",neusa andrade moro,neusamandrade,5,Negativo,,,,,,,,,,,,,,,,
3927,Wed Jan 04 20:27:50 +0000 2017,RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…,,,Belo Horizonte,Diogenes Arruda,Diogenes_Arruda,5,Negativo,,,,,,,,,,,,,,,,
3928,Wed Jan 04 20:28:00 +0000 2017,RT @olelias: Governador de MG uma VERGONHA NACIONAL e cara-de-pau @GPronaldo13 @New_Delia @neusamandrade @LeilaneNeubarth @carlastrass @let…,,,"Minas Gerais, Brasil",Otoni,OtoniMarcio,5,Negativo,,,,,,,,,,,,,,,,
3930,Thu Jan 05 08:34:39 +0000 2017,RT @OperadoresBr: Bando do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/NZ7XdK1dur https://t.co/k…,,,Sorocaba - SP,Esportes/Atualidades,oyrnni,1,Negativo,,,,,,,,,,,,,,,,
3931,Wed Jan 04 21:36:28 +0000 2017,RT @OperadoresBr: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/iXnxV8f9Nm,,,Sorocaba - SP,Esportes/Atualidades,oyrnni,1,Negativo,,,,,,,,,,,,,,,,
3932,Wed Jan 04 19:49:23 +0000 2017,RT @OrganizadAntiPT: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/Z7DIppD0ha,,,"Rio de Janeiro, Brazil",victor paiva®,victorprs,1,Negativo,,,,,,,,,,,,,,,,
3933,Wed Jan 04 19:49:42 +0000 2017,"RT @OrganizadAntiPT: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/LRYdAvckNg via @UOLNoticias @…",,,MACEIÓ-AL,CWC,cwcmcz,2,Negativo,,,,,,,,,,,,,,,,
3934,Wed Jan 04 20:46:44 +0000 2017,"RT @OrganizadAntiPT: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/LRYdAvckNg via @UOLNoticias @…",,,Jundiai,robson dias,dias_robs,2,Negativo,,,,,,,,,,,,,,,,
3935,Wed Jan 04 19:27:21 +0000 2017,"RT @OSul_noticias: Governador de Minas, que usou helicóptero para buscar seu filho em uma festa, quer comprar mais dois  ... - https://t.co…",,,Perdida,DRACITO,dracitto,2,Negativo,,,,,,,,,,,,,,,,
3936,Wed Jan 04 20:40:19 +0000 2017,"RT @OSul_noticias: Governador de Minas, que usou helicóptero para buscar seu filho em uma festa, quer comprar mais dois  ... - https://t.co…",,,"Santiago , Rs ,Brasil",Adilson Ferrador,Adilson2100,2,Negativo,,,,,,,,,,,,,,,,
3942,Thu Jan 05 01:50:03 +0000 2017,"RT @pablovillaca: Peraí. Fernando Pimentel (governador das minhas Minas Gerais) foi buscar o filho com helicóptero do estado?!

Que exemplo…",,,"Curitiba/PR, Brasil",Vannucci Maik,vannuccimaik,29,Negativo,,,,,,,,,,,,,,,,
3943,Tue Jan 10 08:04:06 +0000 2017,"RT @pablovillaca: Peraí. Fernando Pimentel (governador das minhas Minas Gerais) foi buscar o filho com helicóptero do estado?!

Que exemplo…",,,Salvador,Ana Claudia Almeida,Claudiafb1,29,Negativo,,,,,,,,,,,,,,,,
3944,Thu Jan 05 01:50:13 +0000 2017,"RT @pablovillaca: Pimentel, governador de MG (e eleito pelo PT), disse que a lei permite o uso do helicóptero.

Olha, pode até ser, mas a É…",,,"Curitiba/PR, Brasil",Vannucci Maik,vannuccimaik,17,Negativo,,,,,,,,,,,,,,,,
3946,Thu Jan 05 03:55:02 +0000 2017,RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,,,,sebastião d. maracci,MaracciD,8,Negativo,,,,,,,,,,,,,,,,
3947,Thu Jan 05 08:55:34 +0000 2017,RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,,,"VIX, Brasil", sergio ,semanet,8,Negativo,,,,,,,,,,,,,,,,
3948,Thu Jan 05 16:15:14 +0000 2017,RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,,,,Aurea Lemos,2d4a784689ea452,8,Negativo,,,,,,,,,,,,,,,,
3949,Wed Jan 04 18:57:57 +0000 2017,RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,,,Brasil,Freitas,PinochetDaChina,8,Negativo,,,,,,,,,,,,,,,,
3950,Wed Jan 04 23:33:16 +0000 2017,RT @Pami_px: @o_antagonista Esse homem ainda esta solto? Obrigada STF obrigada Assemleia legislativa do Estado vcs fazem mto pelo País e po…,,,"São Paulo, Brasil",rosa maria ferreira,rosamariaferr10,8,Negativo,,,,,,,,,,,,,,,,
3951,Sat Jan 07 14:26:53 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,,franciscosousa,quitodelima,45,Negativo,,,,,,,,,,,,,,,,
3952,Thu Jan 05 00:01:33 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,,Dayse,DayseBarela,45,Negativo,,,,,,,,,,,,,,,,
3953,Thu Jan 05 00:18:37 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,,MarcioMacambira,marciomacambira,45,Negativo,,,,,,,,,,,,,,,,
3954,Thu Jan 05 05:07:59 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,BSB,Little Thigh,fchaves20,45,Negativo,,,,,,,,,,,,,,,,
3955,Thu Jan 05 13:43:19 +0000 2017,"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",,,,@SEMPTRALHAS,SEMPTRALHAS1,45,Negativo,,,,,,,,,,,,,,,,
